Date,USD_NGN,EUR_NGN,GBP_NGN,
01/01/2021,396.7,482.2,542.42,
04/01/2021,386.11,473.09,523.99,
05/01/2021,388.31,477.56,529.17,
06/01/2021,388.31,479.11,529.04,
07/01/2021,389.39,477.75,528.37,
08/01/2021,383.5,468.63,520.18,
11/01/2021,387.66,471.4,524.25,
12/01/2021,389.05,474.98,531.72,
13/01/2021,386.4,469.94,527.35,
14/01/2021,388.43,471.97,531.48,
15/01/2021,381.2,460.31,517.82,
18/01/2021,389.37,470.27,528.92,
19/01/2021,385.97,468.55,526.62,
20/01/2021,387.57,469.53,529.68,
21/01/2021,380.5,462.9,522.38,
22/01/2021,381.5,464.36,521.95,
25/01/2021,386.96,469.87,529.22,
26/01/2021,388,471.96,533.11,
27/01/2021,387.54,468.98,529.79,
28/01/2021,387.11,469.17,531.29,
29/01/2021,380.5,461.84,521.49,
01/02/2021,388.72,469.1,531.6,
02/02/2021,380,457.38,519.04,
03/02/2021,388.03,467.24,529.67,
04/02/2021,387.49,463.73,529.79,
05/02/2021,381,459.06,523.36,
08/02/2021,381,459.14,523.71,
09/02/2021,381,461.68,526.37,
10/02/2021,391.41,474.34,541.36,
11/02/2021,391.55,474.99,540.79,
12/02/2021,381,461.78,527.45,
15/02/2021,399.64,484.85,556.1,
16/02/2021,396.39,479.17,550.41,
17/02/2021,396.42,477.55,549.62,
18/02/2021,396.14,479.01,553.28,
19/02/2021,381,461.69,533.61,
22/02/2021,396.39,482.17,557.63,
23/02/2021,396.07,481.26,559.21,
24/02/2021,396.01,481.94,560.24,
25/02/2021,393.28,478.15,550.74,
26/02/2021,381.08,460.04,530.88,
01/03/2021,380.5,458.45,529.99,
02/03/2021,381,460.44,531.65,
03/03/2021,381,458.98,530.43,
04/03/2021,380,454.79,527.96,
05/03/2021,381,453.82,527.13,
08/03/2021,380.5,450.93,525.92,
09/03/2021,396.09,471.23,550.06,
10/03/2021,396.12,472.36,551.81,
11/03/2021,396.42,474.96,554.51,
12/03/2021,381,455.43,530.35,
15/03/2021,381,454.38,529.53,
16/03/2021,380,452.25,528.29,
17/03/2021,405.13,485.49,566.19,
18/03/2021,380.5,453.47,529.78,
19/03/2021,380.5,454.56,527.86,
22/03/2021,395.89,472.38,548.67,
23/03/2021,380.5,450.5,522.46,
24/03/2021,392.12,463.2,536.75,
25/03/2021,392.46,462.18,539.49,
26/03/2021,380,448.18,523.78,
29/03/2021,394.95,464.8,544.02,
30/03/2021,392.13,459.7,539.02,
31/03/2021,395.46,463.77,545.16,
01/04/2021,392.54,462.35,543.04,
02/04/2021,381,448.08,526.94,
05/04/2021,409.36,483.74,569.53,
06/04/2021,410,486.83,567.04,
07/04/2021,397.78,472.26,546.64,
08/04/2021,397.66,473.83,546.13,
09/04/2021,408.49,486.14,559.98,
12/04/2021,391.82,466.73,538.95,
13/04/2021,382,456.72,525.59,
14/04/2021,380.5,456.02,524.25,
15/04/2021,392.04,469.27,540.4,
16/04/2021,380.5,455.93,526.32,
19/04/2021,408.66,492.14,571.78,
20/04/2021,381,458.44,531.04,
21/04/2021,380.5,458.02,530.09,
22/04/2021,394.79,474.32,546.34,
23/04/2021,381.5,461.56,529.47,
26/04/2021,392.82,474.51,545.82,
27/04/2021,379.5,458.82,527.62,
28/04/2021,399.13,484.32,557.01,
29/04/2021,394.83,478.75,550.86,
30/04/2021,380.5,457.34,525.72,
03/05/2021,380.5,458.83,529.02,
04/05/2021,394.58,474.08,547.97,
05/05/2021,380.5,456.89,529.24,
06/05/2021,394.89,476.45,548.7,
07/05/2021,380.5,462.81,532.25,
10/05/2021,380.5,461.95,537.67,
11/05/2021,409.11,496.83,578.3,
12/05/2021,403.97,487.89,568.06,
13/05/2021,380,458.92,533.76,
14/05/2021,413,501.56,582.38,
17/05/2021,410.66,499.27,580.92,
18/05/2021,409.99,501.11,581.67,
19/05/2021,412.19,501.65,581.49,
20/05/2021,410.91,502.34,582.84,
21/05/2021,412.5,502.42,583.77,
24/05/2021,411.53,502.66,582.53,
25/05/2021,412.5,505.25,583.32,
26/05/2021,411.86,502.14,581.36,
27/05/2021,412.52,502.98,585.9,
28/05/2021,412.5,502.94,585.32,
31/05/2021,411.98,503.95,586.08,
01/06/2021,411.78,503.09,582.91,
02/06/2021,411.51,502.43,583.14,
03/06/2021,412.5,500.4,581.96,
04/06/2021,411.5,500.68,582.71,
07/06/2021,412.54,502.92,584.81,
08/06/2021,411.42,500.8,582.12,
09/06/2021,412.81,502.75,582.53,
10/06/2021,411.61,501.04,583.28,
11/06/2021,412.59,499.6,582.12,
14/06/2021,412.55,500.09,582.09,
15/06/2021,411.74,499.25,579.76,
16/06/2021,411.12,493.14,575.14,
17/06/2021,410,488.43,571.46,
18/06/2021,410,486.4,565.86,
21/06/2021,411,489.58,572.29,
22/06/2021,411.03,490.62,573.37,
23/06/2021,411.33,490.74,574.51,
24/06/2021,410.5,489.65,571.27,
25/06/2021,411.25,490.93,571.02,
28/06/2021,410.5,489.68,569.72,
29/06/2021,410.46,488.47,568.15,
30/06/2021,410.16,486.39,567.18,
01/07/2021,411.01,486.88,565.51,
02/07/2021,411.5,488.24,568.9,
05/07/2021,411.46,488.22,570.09,
06/07/2021,411.5,486.51,568.03,
07/07/2021,411.59,485.4,567.99,
08/07/2021,410.93,486.8,566.67,
09/07/2021,410,486.99,570.2,
12/07/2021,411.06,487.67,570.76,
13/07/2021,411,483.96,567.39,
14/07/2021,410.65,485.93,569.02,
15/07/2021,411,485.46,568.35,
16/07/2021,411.5,485.84,566.43,
19/07/2021,410.73,484.33,561.38,
20/07/2021,411.27,484.58,560.7,
21/07/2021,411.22,484.97,563.88,
22/07/2021,411.33,484.23,566.51,
23/07/2021,411.5,484.4,566.02,
26/07/2021,411.64,485.94,569.17,
27/07/2021,411.5,486.44,571.24,
28/07/2021,411.5,487.45,572.23,
29/07/2021,411.57,489.42,574.71,
30/07/2021,411.47,488.3,572.05,
02/08/2021,411.64,488.79,571.84,
03/08/2021,411.5,488.43,572.69,
04/08/2021,411.28,486.87,571.25,
05/08/2021,411.54,486.95,573.16,
06/08/2021,411.48,484.02,570.93,
09/08/2021,411.42,482.9,569.67,
10/08/2021,411.59,482.46,569.46,
11/08/2021,411.58,483.27,570.69,
12/08/2021,411.5,482.93,568.32,
13/08/2021,411.5,485.42,570.54,
16/08/2021,411.75,484.94,569.86,
17/08/2021,411.9,482.31,565.93,
18/08/2021,411.96,482.11,566.16,
19/08/2021,411.54,480.55,560.94,
20/08/2021,411.7,481.71,560.94,
23/08/2021,411.7,483.52,564.99,
24/08/2021,411.59,483.74,564.89,
25/08/2021,411.7,484.67,566.68,
26/08/2021,411.49,483.65,563.76,
27/08/2021,411.5,485.38,566.43,
30/08/2021,411.81,485.79,566.6,
31/08/2021,411.34,485.8,565.69,
01/09/2021,411.5,487.28,566.69,
02/09/2021,411.86,489.04,569.86,
03/09/2021,411.52,488.85,570.3,
06/09/2021,411.65,488.76,569.66,
07/09/2021,411.67,487.61,567.26,
08/09/2021,411.54,486.4,566.56,
09/09/2021,411.4,486.41,569.31,
10/09/2021,411.43,485.93,569.17,
13/09/2021,411.78,486.38,569.83,
14/09/2021,410.18,484.2,566.37,
15/09/2021,411.47,486.33,569.84,
16/09/2021,411.92,484.77,568.37,
17/09/2021,411.73,482.78,565.74,
20/09/2021,411.85,482.97,562.68,
21/09/2021,411.48,482.37,562.01,
22/09/2021,412.29,481.85,561.38,
23/09/2021,411.57,483.16,564.72,
24/09/2021,411.5,482.3,562.78,
27/09/2021,412.55,482.51,565.23,
28/09/2021,410.8,480.07,556.29,
29/09/2021,411.59,477.51,552.68,
30/09/2021,411.23,475.98,553.93,
01/10/2021,410.77,476.24,556.41,
04/10/2021,412.56,479.33,561.33,
05/10/2021,411.36,477,560.54,
06/10/2021,410.34,474.11,557.69,
07/10/2021,410.91,474.99,559.66,
08/10/2021,410.81,475.27,559.26,
11/10/2021,410.77,474.58,558.25,
12/10/2021,412.58,475.75,560.23,
13/10/2021,410.92,476.54,561.65,
14/10/2021,410.85,476.19,561.55,
15/10/2021,410.87,476.6,564.74,
18/10/2021,412.58,479.15,566.71,
19/10/2021,410.97,478.02,566.89, 
20/10/2021,410.91,478.87,567.97,
21/10/2021,410.93,477.7,566.73,
22/10/2021,410.91,478.47,565.33,
25/10/2021,412.33,478.69,567.52,
26/10/2021,410.68,476.25,565.32,
27/10/2021,410.67,476.31,563.92,
28/10/2021,410.68,479.77,566.72,
29/10/2021,410.31,474.36,561.86,
01/11/2021,412.31,478.26,562.99,
02/11/2021,410.8,475.71,559.4,
03/11/2021,410.92,477.28,562.72,
04/11/2021,410.8,474.7,554.91,
05/11/2021,410.52,474.21,554.32,
08/11/2021,412.31,477.78,559.25,
09/11/2021,410.81,476.32,557.06,
10/11/2021,410.59,471.6,550.69,
11/11/2021,410.48,469.92,548.59,
12/11/2021,410.58,469.86,550.79,
15/11/2021,412.6,469,553.3,
16/11/2021,410.9,465.13,551.58,
17/11/2021,411.83,466.11,555.53,
18/11/2021,410.93,467.14,554.71,
19/11/2021,410.84,463.72,552.37,
22/11/2021,412.63,463.86,552.8,
23/11/2021,409.88,460.97,548.23,
24/11/2021,410.6,460.01,547.33,
25/11/2021,411.4,461.15,547.67,
26/11/2021,409.89,464,546.73,
29/11/2021,412.23,465.54,548.86,
30/11/2021,409.89,464.41,544.95,
01/12/2021,410.48,464.62,544.99,
02/12/2021,410.66,464.3,546.17,
03/12/2021,409.98,463.87,542.61,
06/12/2021,412.2,465.12,546.7,
07/12/2021,411.07,463.4,544.49,
08/12/2021,410.74,465.96,542.56,
09/12/2021,411.81,465.08,544.59,
10/12/2021,409.97,464.02,544.1,
13/12/2021,412.34,465.34,544.81,
14/12/2021,412.34,464.2,545.53,
15/12/2021,412.24,465.42,546.71,
16/12/2021,410.44,465.19,546.82,
17/12/2021,410.16,461.03,542.85,
20/12/2021,412.31,464.96,544.59,
21/12/2021,411.02,463.94,545.37,
22/12/2021,411.07,465.64,548.77,
23/12/2021,411.2,465.6,551.23,
24/12/2021,410.94,465.29,550.15,
27/12/2021,411.29,465.96,552.83,
28/12/2021,411.1,465.08,552.23,
29/12/2021,412.84,468.97,557.21,
30/12/2021,411.17,465.54,554.98,
31/12/2021,411.95,468.55,557.43,
03/01/2022,411.79,465.4,555.19,
03/01/2022,411.79,465.4,555.19,
04/01/2022,412.74,465.7,558.43,
04/01/2022,412.74,465.7,558.43,
05/01/2022,411.81,465.82,558.18,
05/01/2022,411.81,465.82,558.18,
06/01/2022,412.13,465.5,557.72,
06/01/2022,412.13,465.5,557.72,
07/01/2022,413.21,469.49,561.49,
07/01/2022,413.21,469.49,561.49,
10/01/2022,413.71,468.75,561.83,
10/01/2022,413.71,468.75,561.83,
11/01/2022,412.27,468.58,562.04,
11/01/2022,412.27,468.58,562.04,
12/01/2022,413.94,473.56,567.37,
12/01/2022,413.94,473.56,567.37,
13/01/2022,412.34,472.39,565.46,
13/01/2022,412.34,472.39,565.46,
14/01/2022,414.29,472.92,566.62,
14/01/2022,414.29,472.92,566.62,
17/01/2022,415.14,473.69,566.55,
17/01/2022,415.14,473.69,566.55,
18/01/2022,415.29,470.46,564.83,
18/01/2022,415.29,470.46,564.83,
19/01/2022,414.67,470.34,564.31,
19/01/2022,414.67,470.34,564.31,
20/01/2022,412.93,467.15,561.45,
20/01/2022,412.93,467.15,561.45,
21/01/2022,414.95,470.75,562.53,
21/01/2022,414.95,470.75,562.53,
24/01/2022,415.85,470.89,560.9,
24/01/2022,415.85,470.89,560.9,
25/01/2022,414.72,468.77,560.25,
25/01/2022,414.72,468.77,560.25,
26/01/2022,415.13,466.63,559.08,
26/01/2022,415.13,466.63,559.08,
27/01/2022,415.49,463.09,556.24,
27/01/2022,415.49,463.09,556.24,
28/01/2022,415.66,463.44,557.19,
28/01/2022,415.66,463.44,557.19,
31/01/2022,415.83,466.95,559.08,
31/01/2022,415.83,466.95,559.08,
01/02/2022,415.54,468.45,562.01,
01/02/2022,415.54,468.45,562.01,
02/02/2022,415.79,469.84,564,
02/02/2022,415.79,469.84,564,
03/02/2022,415.77,475.46,565.37,
03/02/2022,415.77,475.46,565.37,
04/02/2022,416.2,476.51,563.44,
04/02/2022,416.2,476.51,563.44,
07/02/2022,415.95,475.92,563.07,
07/02/2022,415.95,475.92,563.07,
08/02/2022,416.07,475.18,563.66,
08/02/2022,416.07,475.18,563.66,
09/02/2022,416.62,475.84,563.79,
09/02/2022,416.62,475.84,563.79,
10/02/2022,416.95,475.79,564.93,
10/02/2022,416.95,475.79,564.93,
11/02/2022,417.01,473.35,565.9,
11/02/2022,417.01,473.35,565.9,
14/02/2022,415.74,470.03,562.53,
14/02/2022,415.74,470.03,562.53,
15/02/2022,415.89,472.25,563.14,
15/02/2022,415.89,472.25,563.14,
16/02/2022,416.02,473.13,565.02,
16/02/2022,416.02,473.13,565.02,
17/02/2022,415.81,472.51,566.15,
17/02/2022,415.81,472.51,566.15,
18/02/2022,415.87,470.85,565.34,
18/02/2022,415.87,470.85,565.34,
21/02/2022,415.98,470.44,565.53,
21/02/2022,415.98,470.44,565.53,
22/02/2022,415.91,471.18,565.16,
22/02/2022,415.91,471.18,565.16,
23/02/2022,415.96,470.26,563.41,
23/02/2022,415.96,470.26,563.41,
24/02/2022,416.14,465.68,556.45,
24/02/2022,416.14,465.68,556.45,
25/02/2022,415.56,468.5,557.16,
25/02/2022,415.56,468.5,557.16,
28/02/2022,415.97,466.48,558.32,
28/02/2022,415.97,466.48,558.32,
01/03/2022,415.96,463.06,554.68,
01/03/2022,415.96,463.06,554.68,
02/03/2022,415.9,462.15,557.14,
02/03/2022,415.9,462.15,557.14,
03/03/2022,416.79,461.22,556.44,
03/03/2022,416.79,461.22,556.44,
04/03/2022,418.24,457.15,553.23,
04/03/2022,418.24,457.15,553.23,
07/03/2022,415.29,451.27,544.59,
07/03/2022,415.29,451.27,544.59,
08/03/2022,415.52,452.83,544.28,
08/03/2022,415.52,452.83,544.28,
09/03/2022,415.99,460.65,548.48,
09/03/2022,415.99,460.65,548.48,
10/03/2022,415.84,457.98,544.86,
10/03/2022,415.84,457.98,544.86,
11/03/2022,415.84,453.85,542.19,
11/03/2022,415.84,453.85,542.19,
14/03/2022,415.54,454.72,540.64,
14/03/2022,415.54,454.72,540.64,
15/03/2022,415.82,456.05,542.4,
15/03/2022,415.82,456.05,542.4,
16/03/2022,416.09,458.6,546.74,
16/03/2022,416.09,458.6,546.74,
17/03/2022,416.26,462.01,547.73,
17/03/2022,416.26,462.01,547.73,
18/03/2022,415.92,460.22,548.27,
18/03/2022,415.92,460.22,548.27,
21/03/2022,415.84,458.13,547.63,
21/03/2022,415.84,458.13,547.63,
22/03/2022,415.44,458.21,551.12,
22/03/2022,415.44,458.21,551.12,
23/03/2022,415.83,457.68,549.11,
23/03/2022,415.83,457.68,549.11,
24/03/2022,416.09,458.06,549,
24/03/2022,416.09,458.06,549,
25/03/2022,415.75,456.64,548.37,
25/03/2022,415.75,456.64,548.37,
28/03/2022,415.65,456.86,544.51,
28/03/2022,415.65,456.86,544.51,
29/03/2022,415.76,461.14,544.4,
29/03/2022,415.76,461.14,544.4,
30/03/2022,415.89,464.19,546.37,
30/03/2022,415.89,464.19,546.37,
31/03/2022,415.67,460.31,546.4,
31/03/2022,415.67,460.31,546.4,
01/04/2022,415.72,459.31,545.17,
01/04/2022,415.72,459.31,545.17,
04/04/2022,415.67,456.2,545.05,
04/04/2022,415.67,456.2,545.05,
05/04/2022,415.84,453.52,543.79,
05/04/2022,415.84,453.52,543.79,
06/04/2022,416.15,453.51,543.88,
06/04/2022,416.15,453.51,543.88,
07/04/2022,415.83,451.77,543.45,
07/04/2022,415.83,451.77,543.45,
08/04/2022,415.65,452.08,541.82,
08/04/2022,415.65,452.08,541.82,
11/04/2022,416.08,452.57,541.88,
11/04/2022,416.08,452.57,541.88,
12/04/2022,415.47,449.79,540.19,
12/04/2022,415.47,449.79,540.19,
13/04/2022,415.31,452.48,544.84,
13/04/2022,415.31,452.48,544.84,
14/04/2022,414.84,448.92,542.03,
14/04/2022,414.84,448.92,542.03,
15/04/2022,414.52,448.17,541.36,
15/04/2022,414.52,448.17,541.36,
18/04/2022,416.76,449.27,542.12,
18/04/2022,416.76,449.27,542.12,
19/04/2022,415.51,448.51,540.74,
19/04/2022,415.51,448.51,540.74,
20/04/2022,415.89,451.25,543.5,
20/04/2022,415.89,451.25,543.5,
21/04/2022,417.3,452.15,543.52,
21/04/2022,417.3,452.15,543.52,
22/04/2022,415.58,448.27,533.58,
22/04/2022,415.58,448.27,533.58,
25/04/2022,415.14,444.74,528.76,
25/04/2022,415.14,444.74,528.76,
26/04/2022,416.04,442.8,523.45,
26/04/2022,416.04,442.8,523.45,
27/04/2022,415.67,438.71,521.25,
27/04/2022,415.67,438.71,521.25,
28/04/2022,415.23,436.14,517.58,
28/04/2022,415.23,436.14,517.58,
29/04/2022,415.26,437.84,521.83,
29/04/2022,415.26,437.84,521.83,
02/05/2022,415.19,436.35,518.95,
02/05/2022,415.19,436.35,518.95,
03/05/2022,413.08,434.78,516.29,
03/05/2022,413.08,434.78,516.29,
04/05/2022,415.46,441.26,524.17,
04/05/2022,415.46,441.26,524.17,
05/05/2022,415.41,437.83,513.55,
05/05/2022,415.41,437.83,513.55,
06/05/2022,415.19,437.95,512.43,
06/05/2022,415.19,437.95,512.43,
09/05/2022,415.79,439.21,512.87,
09/05/2022,415.79,439.21,512.87,
10/05/2022,415.11,437.08,510.84,
10/05/2022,415.11,437.08,510.84,
11/05/2022,415.18,436.43,507.92,
11/05/2022,415.18,436.43,507.92,
12/05/2022,415.51,431.26,507.1,
12/05/2022,415.51,431.26,507.1,
13/05/2022,415.26,432.36,509.18,
13/05/2022,415.26,432.36,509.18,
16/05/2022,415.77,433.85,512.26,
16/05/2022,415.77,433.85,512.26,
17/05/2022,414.86,437.69,518.19,
17/05/2022,414.86,437.69,518.19,
18/05/2022,415.4,434.62,512.65,
18/05/2022,415.4,434.62,512.65,
19/05/2022,415.2,439.49,517.98,
19/05/2022,415.2,439.49,517.98,
20/05/2022,415.12,438.47,518.54,
20/05/2022,415.12,438.47,518.54,
23/05/2022,415.5,444.16,522.99,
23/05/2022,415.5,444.16,522.99,
24/05/2022,415.22,445.68,520.39,
24/05/2022,415.22,445.68,520.39,
25/05/2022,415.1,443.35,522.17,
25/05/2022,415.1,443.35,522.17,
26/05/2022,415.21,445.56,523.25,
26/05/2022,415.21,445.56,523.25,
27/05/2022,415.22,445.62,524.39,
27/05/2022,415.22,445.62,524.39,
30/05/2022,414.98,447.28,525.09,
30/05/2022,414.98,447.28,525.09,
31/05/2022,415.2,445.65,523.17,
31/05/2022,415.2,445.65,523.17,
01/06/2022,415.02,442.11,518.18,
01/06/2022,415.02,442.11,518.18,
